state,state_abbrev,date_us,Attribute,Value
Northern Territory,NT,30/11/2020,hosp_cum,6
Northern Territory,NT,30/11/2020,icu_cum,0
Northern Territory,NT,30/11/2020,vent_cum,0
Australian Capital Territory,ACT,30/11/2020,hosp_cum,0
Australian Capital Territory,ACT,30/11/2020,icu_cum,0
Australian Capital Territory,ACT,30/11/2020,vent_cum,0
Tasmania,TAS,30/11/2020,hosp_cum,0
Tasmania,TAS,30/11/2020,icu_cum,0
Tasmania,TAS,30/11/2020,vent_cum,0
Western Australia,WA,30/11/2020,hosp_cum,0
Western Australia,WA,30/11/2020,icu_cum,0
Western Australia,WA,30/11/2020,vent_cum,0
Victoria,VIC,30/11/2020,hosp_cum,0
Victoria,VIC,30/11/2020,icu_cum,0
Victoria,VIC,30/11/2020,vent_cum,0
South Australia,SA,30/11/2020,hosp_cum,0
South Australia,SA,30/11/2020,icu_cum,0
South Australia,SA,30/11/2020,vent_cum,0
Queensland,QLD,30/11/2020,hosp_cum,13
Queensland,QLD,30/11/2020,icu_cum,0
Queensland,QLD,30/11/2020,vent_cum,0
New South Wales,NSW,30/11/2020,hosp_cum,3
New South Wales,NSW,30/11/2020,icu_cum,0
New South Wales,NSW,30/11/2020,vent_cum,0
Australian Capital Territory,ACT,1/12/2020,hosp_cum,0
Australian Capital Territory,ACT,1/12/2020,icu_cum,0
Australian Capital Territory,ACT,1/12/2020,vent_cum,0
Tasmania,TAS,1/12/2020,hosp_cum,0
Tasmania,TAS,1/12/2020,icu_cum,0
Tasmania,TAS,1/12/2020,vent_cum,0
South Australia,SA,1/12/2020,hosp_cum,0
South Australia,SA,1/12/2020,icu_cum,0
South Australia,SA,1/12/2020,vent_cum,0
Queensland,QLD,1/12/2020,hosp_cum,11
Queensland,QLD,1/12/2020,icu_cum,0
Queensland,QLD,1/12/2020,vent_cum,0
Victoria,VIC,1/12/2020,hosp_cum,0
Victoria,VIC,1/12/2020,icu_cum,0
Victoria,VIC,1/12/2020,vent_cum,0
Northern Territory,NT,1/12/2020,hosp_cum,7
Northern Territory,NT,1/12/2020,icu_cum,0
Northern Territory,NT,1/12/2020,vent_cum,0
Western Australia,WA,1/12/2020,hosp_cum,0
Western Australia,WA,1/12/2020,icu_cum,0
Western Australia,WA,1/12/2020,vent_cum,0
New South Wales,NSW,1/12/2020,hosp_cum,3
New South Wales,NSW,1/12/2020,icu_cum,0
New South Wales,NSW,1/12/2020,vent_cum,0
Northern Territory,NT,2/12/2020,hosp_cum,7
Northern Territory,NT,2/12/2020,icu_cum,0
Northern Territory,NT,2/12/2020,vent_cum,0
Australian Capital Territory,ACT,2/12/2020,hosp_cum,0
Australian Capital Territory,ACT,2/12/2020,icu_cum,0
Australian Capital Territory,ACT,2/12/2020,vent_cum,0
Tasmania,TAS,2/12/2020,hosp_cum,0
Tasmania,TAS,2/12/2020,icu_cum,0
Tasmania,TAS,2/12/2020,vent_cum,0
South Australia,SA,2/12/2020,hosp_cum,0
South Australia,SA,2/12/2020,icu_cum,0
South Australia,SA,2/12/2020,vent_cum,0
Victoria,VIC,2/12/2020,hosp_cum,0
Victoria,VIC,2/12/2020,icu_cum,0
Victoria,VIC,2/12/2020,vent_cum,0
Western Australia,WA,2/12/2020,hosp_cum,0
Western Australia,WA,2/12/2020,icu_cum,0
Western Australia,WA,2/12/2020,vent_cum,0
Queensland,QLD,2/12/2020,hosp_cum,11
Queensland,QLD,2/12/2020,icu_cum,0
Queensland,QLD,2/12/2020,vent_cum,0
New South Wales,NSW,2/12/2020,hosp_cum,3
New South Wales,NSW,2/12/2020,icu_cum,0
New South Wales,NSW,2/12/2020,vent_cum,0
Australian Capital Territory,ACT,3/12/2020,hosp_cum,0
Australian Capital Territory,ACT,3/12/2020,icu_cum,0
Australian Capital Territory,ACT,3/12/2020,vent_cum,0
Tasmania,TAS,3/12/2020,hosp_cum,0
Tasmania,TAS,3/12/2020,icu_cum,0
Tasmania,TAS,3/12/2020,vent_cum,0
South Australia,SA,3/12/2020,hosp_cum,0
South Australia,SA,3/12/2020,icu_cum,0
South Australia,SA,3/12/2020,vent_cum,0
Western Australia,WA,3/12/2020,hosp_cum,0
Western Australia,WA,3/12/2020,icu_cum,0
Western Australia,WA,3/12/2020,vent_cum,0
Victoria,VIC,3/12/2020,hosp_cum,0
Victoria,VIC,3/12/2020,icu_cum,0
Victoria,VIC,3/12/2020,vent_cum,0
Queensland,QLD,3/12/2020,hosp_cum,9
Queensland,QLD,3/12/2020,icu_cum,0
Queensland,QLD,3/12/2020,vent_cum,0
Northern Territory,NT,3/12/2020,hosp_cum,13
Northern Territory,NT,3/12/2020,icu_cum,0
Northern Territory,NT,3/12/2020,vent_cum,0
New South Wales,NSW,3/12/2020,hosp_cum,4
New South Wales,NSW,3/12/2020,icu_cum,0
New South Wales,NSW,3/12/2020,vent_cum,0
Northern Territory,NT,4/12/2020,hosp_cum,13
Northern Territory,NT,4/12/2020,icu_cum,0
Northern Territory,NT,4/12/2020,vent_cum,0
Australian Capital Territory,ACT,4/12/2020,hosp_cum,0
Australian Capital Territory,ACT,4/12/2020,icu_cum,0
Australian Capital Territory,ACT,4/12/2020,vent_cum,0
Tasmania,TAS,4/12/2020,hosp_cum,0
Tasmania,TAS,4/12/2020,icu_cum,0
Tasmania,TAS,4/12/2020,vent_cum,0
South Australia,SA,4/12/2020,hosp_cum,0
South Australia,SA,4/12/2020,icu_cum,0
South Australia,SA,4/12/2020,vent_cum,0
Victoria,VIC,4/12/2020,hosp_cum,0
Victoria,VIC,4/12/2020,icu_cum,0
Victoria,VIC,4/12/2020,vent_cum,0
Western Australia,WA,4/12/2020,hosp_cum,0
Western Australia,WA,4/12/2020,icu_cum,0
Western Australia,WA,4/12/2020,vent_cum,0
Queensland,QLD,4/12/2020,hosp_cum,10
Queensland,QLD,4/12/2020,icu_cum,0
Queensland,QLD,4/12/2020,vent_cum,0
New South Wales,NSW,4/12/2020,hosp_cum,4
New South Wales,NSW,4/12/2020,icu_cum,0
New South Wales,NSW,4/12/2020,vent_cum,0
Northern Territory,NT,5/12/2020,hosp_cum,13
Northern Territory,NT,5/12/2020,icu_cum,0
Northern Territory,NT,5/12/2020,vent_cum,0
Australian Capital Territory,ACT,5/12/2020,hosp_cum,0
Australian Capital Territory,ACT,5/12/2020,icu_cum,0
Australian Capital Territory,ACT,5/12/2020,vent_cum,0
Tasmania,TAS,5/12/2020,hosp_cum,0
Tasmania,TAS,5/12/2020,icu_cum,0
Tasmania,TAS,5/12/2020,vent_cum,0
South Australia,SA,5/12/2020,hosp_cum,0
South Australia,SA,5/12/2020,icu_cum,0
South Australia,SA,5/12/2020,vent_cum,0
Victoria,VIC,5/12/2020,hosp_cum,0
Victoria,VIC,5/12/2020,icu_cum,0
Victoria,VIC,5/12/2020,vent_cum,0
Queensland,QLD,5/12/2020,hosp_cum,10
Queensland,QLD,5/12/2020,icu_cum,0
Queensland,QLD,5/12/2020,vent_cum,0
New South Wales,NSW,5/12/2020,hosp_cum,5
New South Wales,NSW,5/12/2020,icu_cum,0
New South Wales,NSW,5/12/2020,vent_cum,0
Western Australia,WA,5/12/2020,hosp_cum,0
Western Australia,WA,5/12/2020,icu_cum,0
Western Australia,WA,5/12/2020,vent_cum,0
Northern Territory,NT,6/12/2020,hosp_cum,13
Northern Territory,NT,6/12/2020,icu_cum,0
Northern Territory,NT,6/12/2020,vent_cum,0
Australian Capital Territory,ACT,6/12/2020,hosp_cum,0
Australian Capital Territory,ACT,6/12/2020,icu_cum,0
Australian Capital Territory,ACT,6/12/2020,vent_cum,0
Tasmania,TAS,6/12/2020,hosp_cum,0
Tasmania,TAS,6/12/2020,icu_cum,0
Tasmania,TAS,6/12/2020,vent_cum,0
South Australia,SA,6/12/2020,hosp_cum,0
South Australia,SA,6/12/2020,icu_cum,0
South Australia,SA,6/12/2020,vent_cum,0
Victoria,VIC,6/12/2020,hosp_cum,0
Victoria,VIC,6/12/2020,icu_cum,0
Victoria,VIC,6/12/2020,vent_cum,0
Western Australia,WA,6/12/2020,hosp_cum,0
Western Australia,WA,6/12/2020,icu_cum,0
Western Australia,WA,6/12/2020,vent_cum,0
Queensland,QLD,6/12/2020,hosp_cum,11
Queensland,QLD,6/12/2020,icu_cum,0
Queensland,QLD,6/12/2020,vent_cum,0
New South Wales,NSW,6/12/2020,hosp_cum,5
New South Wales,NSW,6/12/2020,icu_cum,0
New South Wales,NSW,6/12/2020,vent_cum,0
Northern Territory,NT,7/12/2020,hosp_cum,13
Northern Territory,NT,7/12/2020,icu_cum,0
Northern Territory,NT,7/12/2020,vent_cum,0
Australian Capital Territory,ACT,7/12/2020,hosp_cum,0
Australian Capital Territory,ACT,7/12/2020,icu_cum,0
Australian Capital Territory,ACT,7/12/2020,vent_cum,0
Tasmania,TAS,7/12/2020,hosp_cum,0
Tasmania,TAS,7/12/2020,icu_cum,0
Tasmania,TAS,7/12/2020,vent_cum,0
South Australia,SA,7/12/2020,hosp_cum,0
South Australia,SA,7/12/2020,icu_cum,0
South Australia,SA,7/12/2020,vent_cum,0
Western Australia,WA,7/12/2020,hosp_cum,0
Western Australia,WA,7/12/2020,icu_cum,0
Western Australia,WA,7/12/2020,vent_cum,0
Victoria,VIC,7/12/2020,hosp_cum,0
Victoria,VIC,7/12/2020,icu_cum,0
Victoria,VIC,7/12/2020,vent_cum,0
Queensland,QLD,7/12/2020,hosp_cum,16
Queensland,QLD,7/12/2020,icu_cum,0
Queensland,QLD,7/12/2020,vent_cum,0
New South Wales,NSW,7/12/2020,hosp_cum,4
New South Wales,NSW,7/12/2020,icu_cum,0
New South Wales,NSW,7/12/2020,vent_cum,0
Australian Capital Territory,ACT,8/12/2020,hosp_cum,0
Australian Capital Territory,ACT,8/12/2020,icu_cum,0
Australian Capital Territory,ACT,8/12/2020,vent_cum,0
Tasmania,TAS,8/12/2020,hosp_cum,0
Tasmania,TAS,8/12/2020,icu_cum,0
Tasmania,TAS,8/12/2020,vent_cum,0
South Australia,SA,8/12/2020,hosp_cum,0
South Australia,SA,8/12/2020,icu_cum,0
South Australia,SA,8/12/2020,vent_cum,0
Victoria,VIC,8/12/2020,hosp_cum,0
Victoria,VIC,8/12/2020,icu_cum,0
Victoria,VIC,8/12/2020,vent_cum,0
Western Australia,WA,8/12/2020,hosp_cum,0
Western Australia,WA,8/12/2020,icu_cum,0
Western Australia,WA,8/12/2020,vent_cum,0
Northern Territory,NT,8/12/2020,hosp_cum,13
Northern Territory,NT,8/12/2020,icu_cum,0
Northern Territory,NT,8/12/2020,vent_cum,0
Queensland,QLD,8/12/2020,hosp_cum,21
Queensland,QLD,8/12/2020,icu_cum,0
Queensland,QLD,8/12/2020,vent_cum,0
New South Wales,NSW,8/12/2020,hosp_cum,3
New South Wales,NSW,8/12/2020,icu_cum,0
New South Wales,NSW,8/12/2020,vent_cum,0
Northern Territory,NT,9/12/2020,hosp_cum,9
Northern Territory,NT,9/12/2020,icu_cum,0
Northern Territory,NT,9/12/2020,vent_cum,0
Australian Capital Territory,ACT,9/12/2020,hosp_cum,0
Australian Capital Territory,ACT,9/12/2020,icu_cum,0
Australian Capital Territory,ACT,9/12/2020,vent_cum,0
South Australia,SA,9/12/2020,hosp_cum,0
South Australia,SA,9/12/2020,icu_cum,0
South Australia,SA,9/12/2020,vent_cum,0
Queensland,QLD,9/12/2020,hosp_cum,20
Queensland,QLD,9/12/2020,icu_cum,0
Queensland,QLD,9/12/2020,vent_cum,0
Victoria,VIC,9/12/2020,hosp_cum,0
Victoria,VIC,9/12/2020,icu_cum,0
Victoria,VIC,9/12/2020,vent_cum,0
Western Australia,WA,9/12/2020,hosp_cum,0
Western Australia,WA,9/12/2020,icu_cum,0
Western Australia,WA,9/12/2020,vent_cum,0
New South Wales,NSW,9/12/2020,hosp_cum,3
New South Wales,NSW,9/12/2020,icu_cum,0
New South Wales,NSW,9/12/2020,vent_cum,0
Tasmania,TAS,9/12/2020,hosp_cum,0
Tasmania,TAS,9/12/2020,icu_cum,0
Tasmania,TAS,9/12/2020,vent_cum,0
Australian Capital Territory,ACT,10/12/2020,hosp_cum,0
Australian Capital Territory,ACT,10/12/2020,icu_cum,0
Australian Capital Territory,ACT,10/12/2020,vent_cum,0
South Australia,SA,10/12/2020,hosp_cum,0
South Australia,SA,10/12/2020,icu_cum,0
South Australia,SA,10/12/2020,vent_cum,0
Western Australia,WA,10/12/2020,hosp_cum,0
Western Australia,WA,10/12/2020,icu_cum,0
Western Australia,WA,10/12/2020,vent_cum,0
Victoria,VIC,10/12/2020,hosp_cum,0
Victoria,VIC,10/12/2020,icu_cum,0
Victoria,VIC,10/12/2020,vent_cum,0
Northern Territory,NT,10/12/2020,hosp_cum,10
Northern Territory,NT,10/12/2020,icu_cum,0
Northern Territory,NT,10/12/2020,vent_cum,0
Tasmania,TAS,10/12/2020,hosp_cum,3
Tasmania,TAS,10/12/2020,icu_cum,0
Tasmania,TAS,10/12/2020,vent_cum,0
New South Wales,NSW,10/12/2020,hosp_cum,3
New South Wales,NSW,10/12/2020,icu_cum,0
New South Wales,NSW,10/12/2020,vent_cum,0
Queensland,QLD,10/12/2020,hosp_cum,22
Queensland,QLD,10/12/2020,icu_cum,0
Queensland,QLD,10/12/2020,vent_cum,0
Northern Territory,NT,11/12/2020,hosp_cum,10
Northern Territory,NT,11/12/2020,icu_cum,0
Northern Territory,NT,11/12/2020,vent_cum,0
Australian Capital Territory,ACT,11/12/2020,hosp_cum,0
Australian Capital Territory,ACT,11/12/2020,icu_cum,0
Australian Capital Territory,ACT,11/12/2020,vent_cum,0
Tasmania,TAS,11/12/2020,hosp_cum,3
Tasmania,TAS,11/12/2020,icu_cum,0
Tasmania,TAS,11/12/2020,vent_cum,0
South Australia,SA,11/12/2020,hosp_cum,0
South Australia,SA,11/12/2020,icu_cum,0
South Australia,SA,11/12/2020,vent_cum,0
Queensland,QLD,11/12/2020,hosp_cum,22
Queensland,QLD,11/12/2020,icu_cum,0
Queensland,QLD,11/12/2020,vent_cum,0
Victoria,VIC,11/12/2020,hosp_cum,0
Victoria,VIC,11/12/2020,icu_cum,0
Victoria,VIC,11/12/2020,vent_cum,0
Western Australia,WA,11/12/2020,hosp_cum,0
Western Australia,WA,11/12/2020,icu_cum,0
Western Australia,WA,11/12/2020,vent_cum,0
New South Wales,NSW,11/12/2020,hosp_cum,3
New South Wales,NSW,11/12/2020,icu_cum,0
New South Wales,NSW,11/12/2020,vent_cum,0
Northern Territory,NT,12/12/2020,hosp_cum,10
Northern Territory,NT,12/12/2020,icu_cum,0
Northern Territory,NT,12/12/2020,vent_cum,0
Australian Capital Territory,ACT,12/12/2020,hosp_cum,0
Australian Capital Territory,ACT,12/12/2020,icu_cum,0
Australian Capital Territory,ACT,12/12/2020,vent_cum,0
Tasmania,TAS,12/12/2020,hosp_cum,3
Tasmania,TAS,12/12/2020,icu_cum,0
Tasmania,TAS,12/12/2020,vent_cum,0
South Australia,SA,12/12/2020,hosp_cum,0
South Australia,SA,12/12/2020,icu_cum,0
South Australia,SA,12/12/2020,vent_cum,0
Western Australia,WA,12/12/2020,hosp_cum,0
Western Australia,WA,12/12/2020,icu_cum,0
Western Australia,WA,12/12/2020,vent_cum,0
Queensland,QLD,12/12/2020,hosp_cum,23
Queensland,QLD,12/12/2020,icu_cum,0
Queensland,QLD,12/12/2020,vent_cum,0
Victoria,VIC,12/12/2020,hosp_cum,0
Victoria,VIC,12/12/2020,icu_cum,0
Victoria,VIC,12/12/2020,vent_cum,0
New South Wales,NSW,12/12/2020,hosp_cum,4
New South Wales,NSW,12/12/2020,icu_cum,0
New South Wales,NSW,12/12/2020,vent_cum,0
Northern Territory,NT,13/12/2020,hosp_cum,11
Northern Territory,NT,13/12/2020,icu_cum,0
Northern Territory,NT,13/12/2020,vent_cum,0
Australian Capital Territory,ACT,13/12/2020,hosp_cum,0
Australian Capital Territory,ACT,13/12/2020,icu_cum,0
Australian Capital Territory,ACT,13/12/2020,vent_cum,0
Tasmania,TAS,13/12/2020,hosp_cum,0
Tasmania,TAS,13/12/2020,icu_cum,0
Tasmania,TAS,13/12/2020,vent_cum,0
South Australia,SA,13/12/2020,hosp_cum,0
South Australia,SA,13/12/2020,icu_cum,0
South Australia,SA,13/12/2020,vent_cum,0
Queensland,QLD,13/12/2020,hosp_cum,21
Queensland,QLD,13/12/2020,icu_cum,0
Queensland,QLD,13/12/2020,vent_cum,0
Western Australia,WA,13/12/2020,hosp_cum,0
Western Australia,WA,13/12/2020,icu_cum,0
Western Australia,WA,13/12/2020,vent_cum,0
Victoria,VIC,13/12/2020,hosp_cum,0
Victoria,VIC,13/12/2020,icu_cum,0
Victoria,VIC,13/12/2020,vent_cum,0
New South Wales,NSW,13/12/2020,hosp_cum,2
New South Wales,NSW,13/12/2020,icu_cum,0
New South Wales,NSW,13/12/2020,vent_cum,0
Australian Capital Territory,ACT,14/12/2020,hosp_cum,0
Australian Capital Territory,ACT,14/12/2020,icu_cum,0
Australian Capital Territory,ACT,14/12/2020,vent_cum,0
Tasmania,TAS,14/12/2020,hosp_cum,0
Tasmania,TAS,14/12/2020,icu_cum,0
Tasmania,TAS,14/12/2020,vent_cum,0
South Australia,SA,14/12/2020,hosp_cum,0
South Australia,SA,14/12/2020,icu_cum,0
South Australia,SA,14/12/2020,vent_cum,0
Western Australia,WA,14/12/2020,hosp_cum,0
Western Australia,WA,14/12/2020,icu_cum,0
Western Australia,WA,14/12/2020,vent_cum,0
Queensland,QLD,14/12/2020,hosp_cum,19
Queensland,QLD,14/12/2020,icu_cum,0
Queensland,QLD,14/12/2020,vent_cum,0
Victoria,VIC,14/12/2020,hosp_cum,0
Victoria,VIC,14/12/2020,icu_cum,0
Victoria,VIC,14/12/2020,vent_cum,0
Northern Territory,NT,14/12/2020,hosp_cum,6
Northern Territory,NT,14/12/2020,icu_cum,0
Northern Territory,NT,14/12/2020,vent_cum,0
New South Wales,NSW,14/12/2020,hosp_cum,3
New South Wales,NSW,14/12/2020,icu_cum,1
New South Wales,NSW,14/12/2020,vent_cum,0
Victoria,VIC,15/12/2020,hosp_cum,0
Victoria,VIC,15/12/2020,icu_cum,0
Victoria,VIC,15/12/2020,vent_cum,0
Australian Capital Territory,ACT,15/12/2020,hosp_cum,0
Australian Capital Territory,ACT,15/12/2020,icu_cum,0
Australian Capital Territory,ACT,15/12/2020,vent_cum,0
Tasmania,TAS,15/12/2020,hosp_cum,0
Tasmania,TAS,15/12/2020,icu_cum,0
Tasmania,TAS,15/12/2020,vent_cum,0
South Australia,SA,15/12/2020,hosp_cum,0
South Australia,SA,15/12/2020,icu_cum,0
South Australia,SA,15/12/2020,vent_cum,0
Western Australia,WA,15/12/2020,hosp_cum,0
Western Australia,WA,15/12/2020,icu_cum,0
Western Australia,WA,15/12/2020,vent_cum,0
Queensland,QLD,15/12/2020,hosp_cum,19
Queensland,QLD,15/12/2020,icu_cum,0
Queensland,QLD,15/12/2020,vent_cum,0
Northern Territory,NT,15/12/2020,hosp_cum,8
Northern Territory,NT,15/12/2020,icu_cum,0
Northern Territory,NT,15/12/2020,vent_cum,0
New South Wales,NSW,15/12/2020,hosp_cum,4
New South Wales,NSW,15/12/2020,icu_cum,1
New South Wales,NSW,15/12/2020,vent_cum,0
Northern Territory,NT,16/12/2020,hosp_cum,7
Northern Territory,NT,16/12/2020,icu_cum,0
Northern Territory,NT,16/12/2020,vent_cum,0
Australian Capital Territory,ACT,16/12/2020,hosp_cum,0
Australian Capital Territory,ACT,16/12/2020,icu_cum,0
Australian Capital Territory,ACT,16/12/2020,vent_cum,0
Tasmania,TAS,16/12/2020,hosp_cum,0
Tasmania,TAS,16/12/2020,icu_cum,0
Tasmania,TAS,16/12/2020,vent_cum,0
South Australia,SA,16/12/2020,hosp_cum,0
South Australia,SA,16/12/2020,icu_cum,0
South Australia,SA,16/12/2020,vent_cum,0
Victoria,VIC,16/12/2020,hosp_cum,0
Victoria,VIC,16/12/2020,icu_cum,0
Victoria,VIC,16/12/2020,vent_cum,0
Queensland,QLD,16/12/2020,hosp_cum,17
Queensland,QLD,16/12/2020,icu_cum,0
Queensland,QLD,16/12/2020,vent_cum,0
Western Australia,WA,16/12/2020,hosp_cum,0
Western Australia,WA,16/12/2020,icu_cum,0
Western Australia,WA,16/12/2020,vent_cum,0
New South Wales,NSW,16/12/2020,hosp_cum,4
New South Wales,NSW,16/12/2020,icu_cum,1
New South Wales,NSW,16/12/2020,vent_cum,0
Australian Capital Territory,ACT,17/12/2020,hosp_cum,0
Australian Capital Territory,ACT,17/12/2020,icu_cum,0
Australian Capital Territory,ACT,17/12/2020,vent_cum,0
Tasmania,TAS,17/12/2020,hosp_cum,0
Tasmania,TAS,17/12/2020,icu_cum,0
Tasmania,TAS,17/12/2020,vent_cum,0
South Australia,SA,17/12/2020,hosp_cum,0
South Australia,SA,17/12/2020,icu_cum,0
South Australia,SA,17/12/2020,vent_cum,0
Victoria,VIC,17/12/2020,hosp_cum,0
Victoria,VIC,17/12/2020,icu_cum,0
Victoria,VIC,17/12/2020,vent_cum,0
Western Australia,WA,17/12/2020,hosp_cum,0
Western Australia,WA,17/12/2020,icu_cum,0
Western Australia,WA,17/12/2020,vent_cum,0
Queensland,QLD,17/12/2020,hosp_cum,15
Queensland,QLD,17/12/2020,icu_cum,0
Queensland,QLD,17/12/2020,vent_cum,0
Northern Territory,NT,17/12/2020,hosp_cum,9
Northern Territory,NT,17/12/2020,icu_cum,0
Northern Territory,NT,17/12/2020,vent_cum,0
New South Wales,NSW,17/12/2020,hosp_cum,5
New South Wales,NSW,17/12/2020,icu_cum,1
New South Wales,NSW,17/12/2020,vent_cum,0
Northern Territory,NT,18/12/2020,hosp_cum,10
Northern Territory,NT,18/12/2020,icu_cum,0
Northern Territory,NT,18/12/2020,vent_cum,0
Australian Capital Territory,ACT,18/12/2020,hosp_cum,0
Australian Capital Territory,ACT,18/12/2020,icu_cum,0
Australian Capital Territory,ACT,18/12/2020,vent_cum,0
Tasmania,TAS,18/12/2020,hosp_cum,0
Tasmania,TAS,18/12/2020,icu_cum,0
Tasmania,TAS,18/12/2020,vent_cum,0
South Australia,SA,18/12/2020,hosp_cum,0
South Australia,SA,18/12/2020,icu_cum,0
South Australia,SA,18/12/2020,vent_cum,0
Western Australia,WA,18/12/2020,hosp_cum,0
Western Australia,WA,18/12/2020,icu_cum,0
Western Australia,WA,18/12/2020,vent_cum,0
Victoria,VIC,18/12/2020,hosp_cum,0
Victoria,VIC,18/12/2020,icu_cum,0
Victoria,VIC,18/12/2020,vent_cum,0
Queensland,QLD,18/12/2020,hosp_cum,11
Queensland,QLD,18/12/2020,icu_cum,0
Queensland,QLD,18/12/2020,vent_cum,0
New South Wales,NSW,18/12/2020,hosp_cum,3
New South Wales,NSW,18/12/2020,icu_cum,0
New South Wales,NSW,18/12/2020,vent_cum,0
Queensland,QLD,19/12/2020,hosp_cum,10
Queensland,QLD,19/12/2020,icu_cum,0
Queensland,QLD,19/12/2020,vent_cum,0
Australian Capital Territory,ACT,19/12/2020,hosp_cum,0
Australian Capital Territory,ACT,19/12/2020,icu_cum,0
Australian Capital Territory,ACT,19/12/2020,vent_cum,0
Tasmania,TAS,19/12/2020,hosp_cum,0
Tasmania,TAS,19/12/2020,icu_cum,0
Tasmania,TAS,19/12/2020,vent_cum,0
South Australia,SA,19/12/2020,hosp_cum,0
South Australia,SA,19/12/2020,icu_cum,0
South Australia,SA,19/12/2020,vent_cum,0
Western Australia,WA,19/12/2020,hosp_cum,0
Western Australia,WA,19/12/2020,icu_cum,0
Western Australia,WA,19/12/2020,vent_cum,0
Victoria,VIC,19/12/2020,hosp_cum,0
Victoria,VIC,19/12/2020,icu_cum,0
Victoria,VIC,19/12/2020,vent_cum,0
Northern Territory,NT,19/12/2020,hosp_cum,12
Northern Territory,NT,19/12/2020,icu_cum,0
Northern Territory,NT,19/12/2020,vent_cum,0
New South Wales,NSW,19/12/2020,hosp_cum,3
New South Wales,NSW,19/12/2020,icu_cum,0
New South Wales,NSW,19/12/2020,vent_cum,0
Northern Territory,NT,20/12/2020,hosp_cum,12
Northern Territory,NT,20/12/2020,icu_cum,0
Northern Territory,NT,20/12/2020,vent_cum,0
Tasmania,TAS,20/12/2020,hosp_cum,0
Tasmania,TAS,20/12/2020,icu_cum,0
Tasmania,TAS,20/12/2020,vent_cum,0
Western Australia,WA,20/12/2020,hosp_cum,0
Western Australia,WA,20/12/2020,icu_cum,0
Western Australia,WA,20/12/2020,vent_cum,0
Australian Capital Territory,ACT,20/12/2020,hosp_cum,0
Australian Capital Territory,ACT,20/12/2020,icu_cum,0
Australian Capital Territory,ACT,20/12/2020,vent_cum,0
Queensland,QLD,20/12/2020,hosp_cum,11
Queensland,QLD,20/12/2020,icu_cum,0
Queensland,QLD,20/12/2020,vent_cum,0
Victoria,VIC,20/12/2020,hosp_cum,0
Victoria,VIC,20/12/2020,icu_cum,0
Victoria,VIC,20/12/2020,vent_cum,0
South Australia,SA,20/12/2020,hosp_cum,0
South Australia,SA,20/12/2020,icu_cum,0
South Australia,SA,20/12/2020,vent_cum,0
New South Wales,NSW,20/12/2020,hosp_cum,3
New South Wales,NSW,20/12/2020,icu_cum,0
New South Wales,NSW,20/12/2020,vent_cum,0
Northern Territory,NT,21/12/2020,hosp_cum,9
Northern Territory,NT,21/12/2020,icu_cum,0
Northern Territory,NT,21/12/2020,vent_cum,0
Australian Capital Territory,ACT,21/12/2020,hosp_cum,0
Australian Capital Territory,ACT,21/12/2020,icu_cum,0
Australian Capital Territory,ACT,21/12/2020,vent_cum,0
Tasmania,TAS,21/12/2020,hosp_cum,0
Tasmania,TAS,21/12/2020,icu_cum,0
Tasmania,TAS,21/12/2020,vent_cum,0
South Australia,SA,21/12/2020,hosp_cum,0
South Australia,SA,21/12/2020,icu_cum,0
South Australia,SA,21/12/2020,vent_cum,0
Western Australia,WA,21/12/2020,hosp_cum,0
Western Australia,WA,21/12/2020,icu_cum,0
Western Australia,WA,21/12/2020,vent_cum,0
Queensland,QLD,21/12/2020,hosp_cum,10
Queensland,QLD,21/12/2020,icu_cum,0
Queensland,QLD,21/12/2020,vent_cum,0
Victoria,VIC,21/12/2020,hosp_cum,0
Victoria,VIC,21/12/2020,icu_cum,0
Victoria,VIC,21/12/2020,vent_cum,0
New South Wales,NSW,21/12/2020,hosp_cum,4
New South Wales,NSW,21/12/2020,icu_cum,0
New South Wales,NSW,21/12/2020,vent_cum,0
Northern Territory,NT,22/12/2020,hosp_cum,9
Northern Territory,NT,22/12/2020,icu_cum,0
Northern Territory,NT,22/12/2020,vent_cum,0
Australian Capital Territory,ACT,22/12/2020,hosp_cum,0
Australian Capital Territory,ACT,22/12/2020,icu_cum,0
Australian Capital Territory,ACT,22/12/2020,vent_cum,0
Tasmania,TAS,22/12/2020,hosp_cum,0
Tasmania,TAS,22/12/2020,icu_cum,0
Tasmania,TAS,22/12/2020,vent_cum,0
South Australia,SA,22/12/2020,hosp_cum,0
South Australia,SA,22/12/2020,icu_cum,0
South Australia,SA,22/12/2020,vent_cum,0
Western Australia,WA,22/12/2020,hosp_cum,0
Western Australia,WA,22/12/2020,icu_cum,0
Western Australia,WA,22/12/2020,vent_cum,0
Queensland,QLD,22/12/2020,hosp_cum,10
Queensland,QLD,22/12/2020,icu_cum,0
Queensland,QLD,22/12/2020,vent_cum,0
Victoria,VIC,22/12/2020,hosp_cum,0
Victoria,VIC,22/12/2020,icu_cum,0
Victoria,VIC,22/12/2020,vent_cum,0
New South Wales,NSW,22/12/2020,hosp_cum,3
New South Wales,NSW,22/12/2020,icu_cum,0
New South Wales,NSW,22/12/2020,vent_cum,0
Northern Territory,NT,23/12/2020,hosp_cum,9
Northern Territory,NT,23/12/2020,icu_cum,0
